time_s,eda_uS,phase
-20.0,7.32,pre
-19.9,7.3,pre
-19.8,7.28,pre
-19.7,7.28,pre
-19.6,7.3,pre
-19.5,7.28,pre
-19.4,7.28,pre
-19.3,7.25,pre
-19.2,7.25,pre
-19.1,7.23,pre
-19.0,7.25,pre
-18.9,7.23,pre
-18.8,7.23,pre
-18.7,7.2,pre
-18.6,7.2,pre
-18.5,7.2,pre
-18.4,7.2,pre
-18.3,7.2,pre
-18.2,7.18,pre
-18.1,7.18,pre
-18.0,7.18,pre
-17.9,7.18,pre
-17.8,7.18,pre
-17.7,7.15,pre
-17.6,7.13,pre
-17.5,7.15,pre
-17.4,7.15,pre
-17.3,7.13,pre
-17.2,7.13,pre
-17.1,7.1,pre
-17.0,7.1,pre
-16.9,7.08,pre
-16.8,7.1,pre
-16.7,7.08,pre
-16.6,7.06,pre
-16.5,7.06,pre
-16.4,7.06,pre
-16.3,7.03,pre
-16.2,6.98,pre
-16.1,7.01,pre
-16.0,7.01,pre
-15.9,7.01,pre
-15.8,6.98,pre
-15.7,6.98,pre
-15.6,7.01,pre
-15.5,6.98,pre
-15.4,6.96,pre
-15.3,6.96,pre
-15.2,6.96,pre
-15.1,6.93,pre
-15.0,6.93,pre
-14.9,6.93,pre
-14.8,6.96,pre
-14.7,6.91,pre
-14.6,6.91,pre
-14.5,6.93,pre
-14.4,6.93,pre
-14.3,6.91,pre
-14.2,6.88,pre
-14.1,6.86,pre
-14.0,6.86,pre
-13.9,6.86,pre
-13.8,6.84,pre
-13.7,6.84,pre
-13.6,6.81,pre
-13.5,6.74,pre
-13.4,6.71,pre
-13.3,6.74,pre
-13.2,6.79,pre
-13.1,6.81,pre
-13.0,6.79,pre
-12.9,6.81,pre
-12.8,6.76,pre
-12.7,6.79,pre
-12.6,6.76,pre
-12.5,6.79,pre
-12.4,6.74,pre
-12.3,6.74,pre
-12.2,6.74,pre
-12.1,6.74,pre
-12.0,6.74,pre
-11.9,6.69,pre
-11.8,6.71,pre
-11.7,6.71,pre
-11.6,6.69,pre
-11.5,6.69,pre
-11.4,6.67,pre
-11.3,6.67,pre
-11.2,6.67,pre
-11.1,6.67,pre
-11.0,6.64,pre
-10.9,6.67,pre
-10.8,6.64,pre
-10.7,6.64,pre
-10.6,6.62,pre
-10.5,6.62,pre
-10.4,6.62,pre
-10.3,6.62,pre
-10.2,6.62,pre
-10.1,6.59,pre
-10.0,6.59,pre
-9.9,6.59,pre
-9.8,6.59,pre
-9.7,6.57,pre
-9.6,6.54,pre
-9.5,6.54,pre
-9.4,6.54,pre
-9.3,6.57,pre
-9.2,6.54,pre
-9.1,6.54,pre
-9.0,6.49,pre
-8.9,6.47,pre
-8.8,6.49,pre
-8.7,6.47,pre
-8.6,6.47,pre
-8.5,6.45,pre
-8.4,6.47,pre
-8.3,6.45,pre
-8.2,6.42,pre
-8.1,6.42,pre
-8.0,6.42,pre
-7.9,6.4,pre
-7.8,6.4,pre
-7.7,6.4,pre
-7.6,6.37,pre
-7.5,6.37,pre
-7.4,6.35,pre
-7.3,6.35,pre
-7.2,6.32,pre
-7.1,6.35,pre
-7.0,6.32,pre
-6.9,6.32,pre
-6.8,6.3,pre
-6.7,6.3,pre
-6.6,6.3,pre
-6.5,6.25,pre
-6.4,6.25,pre
-6.3,6.25,pre
-6.2,6.23,pre
-6.1,6.23,pre
-6.0,6.23,pre
-5.9,6.23,pre
-5.8,6.2,pre
-5.7,6.2,pre
-5.6,6.2,pre
-5.5,6.18,pre
-5.4,6.18,pre
-5.3,6.18,pre
-5.2,6.15,pre
-5.1,6.15,pre
-5.0,6.13,pre
-4.9,6.13,pre
-4.8,6.13,pre
-4.7,6.1,pre
-4.6,6.1,pre
-4.5,6.13,pre
-4.4,6.15,pre
-4.3,6.18,pre
-4.2,6.2,pre
-4.1,6.25,pre
-4.0,6.32,pre
-3.9,6.37,pre
-3.8,6.42,pre
-3.7,6.42,pre
-3.6,6.47,pre
-3.5,6.49,pre
